ulasan,sentiment_label
Kenapa bundling berlangganan Disney hotstar × Telkomsel tidak bisa digunakan sedangkan keterangan saya berlangganan tapi saat ingin menonton film malah tidak bisaaa!! Tolong fix segeraaa,negative
Udah langganan gak ada gambar sama suara :(,negative
Tiap nonton pasti delay suara sama film nya,negative
Kenapa siaran nya acara India semua setelah update,positive
Good movie',positive
Kenapa serial aoashi yang episode 19 sama 20 gak ada subtitle indonesianya? Padahal langganan disney plus cuma pengin lihat serial ini. Payah,negative
Kenapa pembayaran harus pakai kartu kredit..?!!,positive
Keren lah,positive
Cara mengaitkan akun disnep ke akun tik tok gmna,positive
"aplikasi sinting , pembayaran harus pake kartu kredit",positive
"Apa pembayaran berlangganan harus pakek kartu krediet ya. Gak bisa pakek ovo , BCA / yang lain",positive
Keren,positive
"Maaf ya aku kasih bintang dua dulu karena disney + hotstar tidak bisa di download aku gatau knp,,tapi tolong buat developer nya tolong apk disney hotstar diperbaiki lagi ya!",positive
Ada beberapa film yang tidak bisa di download offline padahal sudah berlangganan selama sebulan.,positive
Ohh v gt tmukmin. mmm b v vy dungu yg . Bu ì?-&.£_* ooooh p00tth h j 77 7 7 jull0lĺlĺlll,negative
DaBest,positive
"Aplikasi gak suport dengan MIUI yaa, kok sering eror.",negative
Bagus cuma revolusi nya suka ngeblurrr boss udah atur hd masih mgeblur Jaringan bagus indihome 50Mbps,positive
"Saya kasih bintang 5 krn Aplikasi ini sangat cocok sekali buat Pelanggan Telkomsel utk nonton film, tv', dll, gambarnya jernih dan suara nya jelas banget lg, pokoknya okey banget lah.",positive
"Udah berlangganan tapi masih sering error ""PL-1001"" , film udah di download tapi GK bisa diputas, jaringan internet stabil. Tolong diperbaiki lagi",positive
Oke,positive
"Untuk yg berlangganan sebulan gak bisa bayar pakai virtual account, harus pake kredit. Auto uninstall lah",positive
keren sih selalu ada update film baru kualitas bagus berbagai film ada dsini pokonya saya suka marvel makanya saya suka berlangganan ini ..,positive
Ok,positive
Masa harus bayar semua aneh ngapai belipaket kalau gitu,negative
udah berlangganan tp beberapa hari ini ga bisa muter apa2...loading mulu ditunggu lama muncul terjadi kesalahan,negative
Dulu bagus Sekarang kenapa gak bagus sistem error' terus tolong d perbaiki,positive
Knpa film di download gak bisa diputar sih 😌,positive
OK.,positive
Busukkk...!!!!,negative
Burik,positive
"Awalnya normal, tapi semenjak kemarin jadi ga bisa stream, padahal sinya 4G, Perangkat sudah diupdate, aplikasi install ulang, tetap loading dan gagal streaming. HP Galaxy A22 dengan RAM dan ROM yg masih tersedia lebih dari cukup. Tolong diperbaiki bugnya.",negative
Sudah didownload tapi di putar tidak bisa,negative
"Login nya ribet bangettttttttt , beda sama netflix , kalau beli paket langsung konek , ini mah lama bangettt ,, kapok deh beli paket di disney",positive
"bgs bgt, gw mohon sih ga naik ya harga langganannya🥺",positive
Yg pasti kecewa,negative
Untuk pembayaran berlangganan kenapa tidak bisa setiap bulan seperti aplikasi yg lain? Harus ya pakai kartu kredit dulu baru bisa dibayar perbulan,positive
"Tolong perbaiki pas download kok subtitle nya malah ga ada ya, sama dubnya kok ilang, aku kan binggung jadinya ga ngerti basa engres",negative
Halo kok gak ada fitur groupwatch ya,negative
Caranya berlangganan gimana oyyy Yang perbulan,positive
Ini langganan perbulan kok ga bisa pake debit yaa harus kartu kredit? Aku ga punya kartu kredit 🙃,positive
Kenapaa film nya ga bisa di tonton yahhhh,positive
Bagus,positive
Pembayaran yg 1 bulan tidak bisa lewat ewallet,positive
"Pake wifi 30 mbps video tetap buffering, padahal dipake ngegame atau nonton youtube lancar no buffering",positive
"Apk nya udah bagus+murah tapi belum masuk ke perfect 😊 cuman kurang dari segi konten konten yang disediakan, ga/belum komplit. Mohon banget untuk secepatnya masukin konten konten atau film terutama yang belum dimasukin 😉",negative
Masa harus berbayar dulu si,negative
Pengiriman otp lama,positive
Amazing app ....,positive
"Emosi. Baru 10 detik nonton buffering lagi. Mending kalo filmnya lanjut, ini diulang ulang kebagian yg sama. Niat gak woyyyy????",positive
"Pagi tadi bisa dibuat putar film, eh siang ini mau dibuat putar film lagi gak bisa, ada gangguan, mengecewakan",positive
"Film nya udah banyak dan keren2,,cuman ketika saya sudah mengunduh video tiba2 ada masalah tidak memutar video tersebut",negative
"Setelah upgrade subtitle lebih kecil, kurang nyaman bacanya, tolong dirubah untuk subtitle bisa agar size nya bisa di atur besar atau kecil",positive
"Kenapa ya, apk.disney+ Hotstar di smart tv, pas di klik, trus login, malah keluar 8 digit code, saya mau masuk di smart tv susah. . . . Caranya gimna ya???",positive
"Loading terus padahal sinyal bagus, sampe ada tulisan eror. Sampe install ulang pun tetap sama",positive
Ribet kalau mau berlangganan. Kurang banyak opsi untuk pembayaran. Jadi langsung uninstall.,positive
Ga asik sekarang harus bayar baru bisa nonton 😆,positive
"Kenapa Quality video saya masih medium ya, padahal saya udah ganti ke high. Tpi kualitas yang diberikan malah medium. Tolong di jawab",positive
Amazing.,positive
Gakbisa masuk coba hapus berbayar,positive
"Bagus, murah. Saya Film dan Animasinya cukup banyak. Sayang ga ada fitur history, atau saya aja yang kurang Explore. Tapi karena ga ada fitur ini agak ngerepotin karena harus play dari awal lagi. 1 hal lagi, harusnya di tambahin beberapa Film/Cartoon yang ga buatan Disney doang. Di aplikasi ini kebanyakan buatan Disney dan ga selengkap aplikasi sebelah",negative
Kok pmbyran ga da lewat gopay.,positive
aku yakin kalian download ini karena film KKN Di Desa Penari Yekan Hayoo Ngakuuu,positive
PLEASE DISNEY+ HOTSTAR KELUARIN FITUR SPEED VIDEO. SAYA GABISA NONTON DRAKOR PAKE NORMAL SPEED,positive
Lumayan,positive
mesti kali berlangganan 😂,positive
Pembayarannya cuma pake kartu kredit selain itu gak bisa Payah,positive
Kenapa kalau nonton serial india gak bisa ?,positive
"Setelah update versi terbaru kenapa pas mau nonton loading lama terus muncul ""Terjadi kesalahan. (PL-1001)",negative
"Kenapa harus di kasih pilihan jernih atau tinggi kalo tetep di bikin burem kalo lag dikit aneh mending ngak usah di bikin lah , emosi kan nontonya , lain kali tolong di benerin masa kayak gitu terus payah amat",positive
Ka maap mau tanya film kkn desa penari rilis nya kapan nya d aplikasi baru ada trailer nya belum ada full nyaaa .. saya mau nobar minggu ini ..,positive
Kenapa ga bisa berlangganan dengan virual account ? Harus kartu kredit.,positive
Just everything,positive
Apabila Anda ingin bertanya ada apa dengan benar dan yang paling penting adalah untuk membuat kulit wajah yang mana ya buk mau nanya nih gan ane mau jual di pasaran,negative
Saya mau request film venom 2 dan film² lain...mohon di balas yaa,positive
Sip bagus aplikasinya,positive
laodingnya lamaaaaaaa bgt pdahal sinyal 4G+,positive
Sudah beberapa hari ini loading lama dan ujung2nya error bikin HP hang. Please fix this.,negative
Tolong masukkan film game of throne,positive
Aplikasi tidak bisa digunakan.... Loading trus film gk bisa diputar,negative
"SUBTITLE NYA KECIL BANGET!!! Gak keliatan kalo nonton di hp, saya pake hp 6,7"" subtitlenya kecil banget, kalo di pc/laptop normal. Tolong dikasih opsi untuk size subtitle nya atau gak digedein lah, saya sudah komplain masalah ini dari beberapa bulan lalu...",negative
"""Kesalahan memutar konten ini karena layanan tidak tersedia pada perangkat. Silahkan ulang perangkat anda dan coba lagi"" Kemaren biasa aja ga pernah gini.... Kenapa ini????",negative
Kenapa kualitas videonya jelek padahal saya sudah setting kualitas tinggi tolong diperbaiki boss Masak kalah sama sebelah,negative
Manajemen fine,positive
"Mohon dilakukan perbaikan karena sering terjadi error saat pemutaran video, aplikasi yang sangat baik, kaya konten film dan semuanya film2 yang bagus, kami para pengguna memohon perbaikan yang sebaik2nya dan sesegera mungkin, terima kasih, sukses..!!",positive
"Aplikasi bagus bgt... Film nya bgus"" semua apa yg aku cari ada suka bgt deh ga nyesel langganan... Nyesel bru tau apk nya🥰",positive
"Film2nya ga lengkap nih, kadang gambar sm voice ya ga nyambung karna kecepetan or kelambatan voicenya,, gua si download gra2 udah include paketan telkomsel gw",positive
"Metode pembayarannya ribet, gk semua punya kartu kredit. Ada pembayaran lainnya tpi ribet ah...",positive
"Kmrin"" bisa aja nnton tanpa berlangganan. Kno skrng hrus disuruh berlangganan. Kesel aah. G bisa nnton. Masa harus ap"" bayar",negative
Keren,positive
Tolong dong serial film kartun Miraculous: ladybug & Cat Noir yg season 4 nya diadain. Biar ada kelanjutannya. Terimakasih Ini ulasan baru saya tolong yg season 5 nya diupdet yah kk pengen nonton kelanjutannya. Soalnya lagi seru tolong kak. Terimakasih,positive
Susah amat sih mau ganti nomor hp yg sudah tidak dapat aktif lagi ..,negative
"Kenapa semakin kesini malah makin ke sana setelah di upgrade, muter2 terus aja, terjadi kesalahan2 terus, udah di download pun mau nonton offline tetep ngak bisa, tolong di tingkat kan lagi",negative
"Bisa make e wallet gopay tapi tahunan, yg bulanan kudu make kartu kredit. Orang miskin dilarang kesini ya mek?",positive
Ada film 🎥🎬👀🎥🎬👀🎥🎬👀🎥🎬👀🎥🎬👀🎥🎬👀🎥🎬👀🎥🎬👀🎥🎬👀🎥🎬👀🎥🎬👀tomorrow,positive
Kemaren aman sekarang loading nya lama pas pemutaran video nya,positive
Tidak bisa buka vidio setiap buka vidionua loading,positive
Bagus,positive
Bagus bangettt banyak film anak kecil nya 😁,positive
Masuk minta otp ga pernah berhasil... Padahal dapat promo dari telkomsel langganan gratis disney+ selama sebulan.. Percuma tak bisa di pakai... Hapus saja,positive
"Loadingnya muter2 terus, biasanya juga nggak begini kecewa pokoknya",positive
Gak bisa nonton selalu terjadi kesalahan why min,negative
Jelek banget,negative
Kok akun saya di buka di hp temen saya bisa di hp saya jadi gk bisa? Apakah ada pembeda antara ip dengan android?,positive
Bagus banget🤩🤩🤩👍🏻👍🏻👍🏻,positive
"Nonton di Disney+Hotstar bagus, cuman cukup disayangkan, agak mengganggu, apalagi yg udh berlangganan. Terkendala di resolusi video. Dimana saya udh atur resolusi video tingkat tinggi padahal, biar jernih, tapi setiap nonton beberapa menit, akan kembali blur. Mohon bantuannya. Tingkatkan lagi.",positive
"Saya mau bsrlangganan yg 1 bulan, tp kok ndak ada pilihan untuk bayar di mini market atau ewalet ya.",negative
Kenapa aplikasinya tidak bisa di gunakan?,positive
Aplikasi ini mantaaappp untuk video dan film Dramanya,positive
Ok banget,positive
"Tolong untuk menambahkan lagi jasa pembayaran(gopay,dana, dan lain lain) , tidak cuman fitur kartu kredit aja",positive
"Kenapa sekarang delay terus videonya sihh, kayak ngelag gitu",positive
Suka sama aplikasinya keren keren filmnya,positive
Apk terpelit di dunia,negative
"Putar file yang sudah diunduh seperti streaming biasa, buffer terus. Playernya jelek banget 👎👎👎",positive
Kwalitas ter'HD,positive
"Aduh gak bisa proses payment langganan melalui Gopay padahal sudah ngelink sebelumnya, pakai debit juga sama... Kecewa deh...",negative
"Filem "" Nya terlalu sedikit",positive
Menghibu,positive
"Baguss si,, tapi film nya kurang banyak, dan untuk gambar nya gk selalu tetap di kualitas tinggi, kadang udah pilih tinggi tapi masih dikualitas sedang atau rendah, lebih baik pake pilihan kualitas angka seperti 720p, 1080p",positive
"Mohon maaf saya kasih bintang 3 sbnaenya aplikasinya sudah bagus tpi knpa pas mau login di laptop saya malah gk bisa ya?malah muncul kata - kata ""lost connection"" pdhal saya pake wifi dan jaringan wifi saya juga stabil,mohon di perbaiki lagi untuk pihal Disney+,kalo sudah di perbaiki baru saya kasih bintang 5",positive
Epik,positive
"Menurut saya ini lumanyan bagus dari segi film action maupun serial animasi lainnya dan saya juga suka serial animasi apa lagi ada serial nolstagia sekarang yang keluaran 2005, semoga di tambahkan serial animasi season nolstagia lainnya,bagi saya ini cukup terkesan sebagai seniman animasi gambar maupun penggemar film,dan untuk mengakses vidio disney hotstar juga tidak ada kendala walaupun sedikit delay tapi gak begitu lama lagi pula saya menggunakan wifi walaupun kecepatan 600kb.",positive
Good,positive
Tiap kali switch resolusi selalu error,negative
Sekarang harus premium Gak ada yang free,negative
I love Disney 💗,positive
"Aplikasi ini sudah bagus dan mudah sekali penggunaannya, hanya saja tidak ada opsi penyimpanan di eksternal utk film/series yg kita download :( memori internal hanya terbatas, jadi kalau download cukup beberapa film aja. Semoga kedepannya bisa ditambah penyimpanan di eksternal. Terima kasih",positive
Harus banget berbayar?,negative
"Sudah berlangganan setahun, merasa kecewa, karena hanya film2 lokal yg load,buffer, downloadnya cepat. Mohon ditingkatkan, jangan mau kalah sama youtube. Dan lihat ulasan di bawah, pantes dr pngembang aja ga pernah nanggepin komen² saran/kekecewaan. Wah beda cerita ini mah kalo udh baca ulasan kmrn, mungkin ga akan berlangganan saya. Sekarang malah udh 1 Minggu ga Bisa ke play smua filmnya, ketinggalan shehulk dah. Djancuk",positive
Saya memiliki gratis berlangganan dari telkomsel tetapi tidak dapat di redem mengecewakan,negative
Udh lama langganan di Telkomsel ternyata skrg harus bayar langganan lagi yg lain buat nikmatin film lainnya. Ckckck... Kurang memuaskan. Auto uninstal,positive
Mantap dan asyek ... kalo bisa ada aplikasi Klub Disneynya.,positive
"Subtitle sangat kecil jika digunakan selain di HP, mengubah kecerahan layar harus manual dari pengaturan HP tidak bisa dari aplikasinya langsung, tap 2x untuk fullscreen bukan untuk skip forward/backward. Dan yang sangat konyol adalah film/series yang sudah didownload kemudian diputar ditempat dengan sinyal jelek jadinya tetap buffering, terkadang ga bisa diputar. Hal baiknya, ada beberapa paketan telkomsel yg sudah include langganan hotstar jadi tidak perlu bayar langganan lagi",negative
Sangat bagus aplikasi ini download sekarang,positive
Top,positive
Jangan berharap lengkap ataupun ekspetasi tinggi soal nyaman. Karena Pengguna menginstall atau menonton disini kan karena paket Telkomsel ada layanan Hotstar 😁 . Jadi tidak berkembang dan nikmati aja apa yg ada..,positive
Download hanya tersimpan di aplikasi tidak tersimpan di memori/ galeri,positive
good,positive
"Tolong dong. Tambahin filmnya dari season 1, jangan tiba tiba muncul film langsung season 4. Karena tidak semua orang tahu cerita dari awal.",positive
Keren,positive
Suka,positive
tidak ada kendal sama sekali,negative
Belum lama berlangganan malah ga bs diputer filmnya,negative
Pengalaman nonton yg sangat memuaskan,positive
Update terbaru kenapa downloar menjadi begitu lama. Padahal jaringan untuk membuka aplikasi lain aman aman saja,positive
App sering crash tiba tiba ngestuck dan hp pun tiba tiba ngefreeze,negative
minta film nya terus di update biar tambah kece,positive
"Gaje, lag mulu",negative
"Saya suka, saya suka",positive
Pas mau login diminta masukkan kode. Tapi kenapa yang ngirim kode malah kontak orang lain bukan nomor resmi Disney Hotstar nya trs ngirimnya via wa lagi. Tolong klarifikasinya.,positive
Good apps,positive
Beli paket Telkomsel yg ada berlangganan 1 bulan Disney+hotstar tp ga pernah terima tuh langganannya,positive
Very nice and very up to date films and new movies,positive
